James Brown;Get Up, Get Into It, Get Involved;;1970;Soul / Funk / Disco;Public Enemy;Party for Your Right to Fight;It Takes a Nation of Millions to Hold Us Back;1988;S;3;http://www.whosampled.com/sample/view/11646/Public%20Enemy-Party%20for%20Your%20Right%20to%20Fight_James%20Brown-Get%20Up,%20Get%20Into%20It,%20Get%20Involved/
James Brown;Get on the Good Foot;Get on the Good Foot;1972;Soul / Funk / Disco;B.M.W.;Get a Lil' Stupid!;;1988;S;3;http://www.whosampled.com/sample/view/20762/B.M.W.-Get%20a%20Lil'%20Stupid!_James%20Brown-Get%20on%20the%20Good%20Foot/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Wink-D;Get Busy;;1989;S;1;http://www.whosampled.com/sample/view/18161/Wink-D%20feat.%20Candy%20Fresh-Get%20Busy_James%20Brown-Funky%20Drummer/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Kris Kross;Jump (Supercat Dessorx Remix);Best of Kris Kross Remixed '92 '94 '96;1996;S;0;http://www.whosampled.com/sample/view/61553/Kris%20Kross-Jump%20(Supercat%20Dessorx%20Remix)_James%20Brown-Funky%20Drummer/
James Brown;Make It Good to Yourself;Black Caesar;1973;Soul / Funk / Disco;Kool G Rap & DJ Polo;Play It Again Polo;Wanted: Dead or Alive;1990;S;4;http://www.whosampled.com/sample/view/11585/Kool%20G%20Rap%20%26%20DJ%20Polo-Play%20It%20Again%20Polo_James%20Brown-Make%20It%20Good%20to%20Yourself/
James Brown;I Got Ants in My Pants;I Got Ants in My Pants (Part 1, 15 & 16);1972;Soul / Funk / Disco;Chubb Rock;Caught Up Remix;And the Winner Is?;1989;S;0;http://www.whosampled.com/sample/view/20815/Chubb%20Rock-Caught%20Up%20Remix_James%20Brown-I%20Got%20Ants%20in%20My%20Pants/
James Brown;White Lightning (I Mean Moonshine);Black Caesar;1973;Soul / Funk / Disco;Leaders of the New School;Sobb Story;A Future Without a Past;1991;S;4;http://www.whosampled.com/sample/view/11671/Leaders%20of%20the%20New%20School-Sobb%20Story_James%20Brown-White%20Lightning%20(I%20Mean%20Moonshine)/
James Brown;Say It Loud, I'm Black and I'm Proud;Say It Loud - I'm Black and I'm Proud;1968;Soul / Funk / Disco;Slum Village;I Don't Know;Fantastic, Vol 2;2000;S;3;http://www.whosampled.com/sample/view/11043/Slum%20Village%20and%20DJ%20Jazzy%20Jeff-I%20Don't%20Know_James%20Brown-Say%20It%20Loud,%20I'm%20Black%20and%20I'm%20Proud/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;The Almighty RSO;Badd Boyz;Roll Wit Tha Flava;1993;S;4;http://www.whosampled.com/sample/view/11681/The%20Almighty%20RSO-Badd%20Boyz_James%20Brown-The%20Payback/
James Brown;The Chicken;The Popcorn;1969;Soul / Funk / Disco;2 Live Crew;A F*** Is a F***;Sports Weekend (As Nasty as They Wanna Be Part II);1991;S;4;http://www.whosampled.com/sample/view/14633/2%20Live%20Crew-A%20F***%20Is%20a%20F***_James%20Brown-The%20Chicken/
James Brown;Funky President;Reality;1974;Soul / Funk / Disco;Cella Dwellas;Perfect Match;Realms 'N Reality;1996;S;3;http://www.whosampled.com/sample/view/58830/Cella%20Dwellas-Perfect%20Match_James%20Brown-Funky%20President/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Michel'le;No More Lies;Michel'le;1989;S;0;http://www.whosampled.com/sample/view/58835/Michel'le-No%20More%20Lies_James%20Brown-Funky%20Drummer/
James Brown;Take Some...Leave Some;The Payback;1973;Soul / Funk / Disco;Ice Cube;A Bird in the Hand;Death Certificate;1991;S;0;http://www.whosampled.com/sample/view/11676/Ice%20Cube-A%20Bird%20in%20the%20Hand_James%20Brown-Take%20Some...Leave%20Some/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Big Daddy Kane;Just Rhymin' With Biz;Long Live the Kane;1988;S;4;http://www.whosampled.com/sample/view/11684/Big%20Daddy%20Kane%20feat.%20Biz%20Markie-Just%20Rhymin'%20With%20Biz_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Black Moon;Headz Ain't Redee!;Headz Ain't Redee!;1995;S;4;http://www.whosampled.com/sample/view/11685/Black%20Moon%20feat.%20Smif-N-Wessun-Headz%20Ain't%20Redee!_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Terminator X;Homey Don't Play Dat;Terminator X & the Valley of the Jeep Beats;1991;S;4;http://www.whosampled.com/sample/view/11686/Terminator%20X%20feat.%20Bonnie%20'N'%20Clyde-Homey%20Don't%20Play%20Dat_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Boss;Born Gangsta;Born Gangstaz;1993;S;4;http://www.whosampled.com/sample/view/11687/Boss-Born%20Gangsta_James%20Brown-The%20Payback/
James Brown;Get Up (I Feel Like Being A) Sex Machine;Portrait of James Brown;1970;Soul / Funk / Disco;Boogie Down & the Keyboard Band;Free Our Brother;;1988;S;3;http://www.whosampled.com/sample/view/21100/Boogie%20Down%20%26%20the%20Keyboard%20Band-Free%20Our%20Brother_James%20Brown-Get%20Up%20(I%20Feel%20Like%20Being%20A)%20Sex%20Machine/
James Brown;Get Up, Get Into It, Get Involved;;1970;Soul / Funk / Disco;N****z With Hats;Grab Yo Stuff;Fear of a Black Hat OST;1994;S;0;http://www.whosampled.com/sample/view/59011/N****z%20With%20Hats-Grab%20Yo%20Stuff_James%20Brown-Get%20Up,%20Get%20Into%20It,%20Get%20Involved/
James Brown;Funky President;Reality;1974;Soul / Funk / Disco;Michel'le;Nicety;Michel'le;1989;S;3;http://www.whosampled.com/sample/view/11017/Michel'le%20feat.%20Dr.%20Dre-Nicety_James%20Brown-Funky%20President/
James Brown;Say It Loud, I'm Black and I'm Proud;Say It Loud - I'm Black and I'm Proud;1968;Soul / Funk / Disco;Boogie Down & the Keyboard Band;Free Our Brother;;1988;S;3;http://www.whosampled.com/sample/view/21104/Boogie%20Down%20%26%20the%20Keyboard%20Band-Free%20Our%20Brother_James%20Brown-Say%20It%20Loud,%20I'm%20Black%20and%20I'm%20Proud/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Criminal Nation;Mission of Murder;Release the Pressure;1990;S;4;http://www.whosampled.com/sample/view/11689/Criminal%20Nation-Mission%20of%20Murder_James%20Brown-The%20Payback/
James Brown;It's a Man's Man's Man's World;It's a Man's Man's Man's World;1966;Soul / Funk / Disco;Macy Gray;Ghetto Love;Big;2007;S;0;http://www.whosampled.com/sample/view/59219/Macy%20Gray-Ghetto%20Love_James%20Brown-It's%20a%20Man's%20Man's%20Man's%20World/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;N.W.A;F*** Tha Police;Straight Outta Compton;1988;S;1;http://www.whosampled.com/sample/view/2283/N.W.A-F***%20Tha%20Police_James%20Brown-Funky%20Drummer/
James Brown;Get Up, Get Into It, Get Involved;;1970;Soul / Funk / Disco;Big Daddy Kane;Get Into It;;1987;S;3;http://www.whosampled.com/sample/view/110493/Big%20Daddy%20Kane-Get%20Into%20It_James%20Brown-Get%20Up,%20Get%20Into%20It,%20Get%20Involved/
James Brown;Can I Get Some Help;Motherlode;1988;Soul / Funk / Disco;Ultramagnetic MC's;A Chorus Line;Traveling at the Speed of Thought / a Chorus Line;1989;S;0;http://www.whosampled.com/sample/view/22040/Ultramagnetic%20MC's-A%20Chorus%20Line_James%20Brown-Can%20I%20Get%20Some%20Help/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Da Lench Mob;Guerillas in Tha Mist;Guerillas in Tha Mist;1992;S;0;http://www.whosampled.com/sample/view/11690/Da%20Lench%20Mob-Guerillas%20in%20Tha%20Mist_James%20Brown-The%20Payback/
James Brown;Bring It Up (Hipster's Avenue);Live at the Apollo Volume II;1967;Soul / Funk / Disco;DJ Jazzy Jeff;Jeff 'N' Fess;The Return of the Magnificent;2007;S;4;http://www.whosampled.com/sample/view/9339/DJ%20Jazzy%20Jeff%20feat.%20Rhymefest-Jeff%20'N'%20Fess_James%20Brown-Bring%20It%20Up%20(Hipster's%20Avenue)/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Das EFX;Brooklyn to T-Neck;Dead Serious;1992;S;4;http://www.whosampled.com/sample/view/11691/Das%20EFX-Brooklyn%20to%20T-Neck_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Das EFX;Hard Like a Criminal;Straight Out the Sewer;1992;S;4;http://www.whosampled.com/sample/view/11692/Das%20EFX-Hard%20Like%20a%20Criminal_James%20Brown-The%20Payback/
James Brown;Night Train;;1962;Soul / Funk / Disco;Kool Moe Dee;How Ya Like Me Now;How Ya Like Me Now;1987;S;3;http://www.whosampled.com/sample/view/3253/Kool%20Moe%20Dee-How%20Ya%20Like%20Me%20Now_James%20Brown-Night%20Train/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Erick Sermon;Safe Sex;No Pressure;1993;S;4;http://www.whosampled.com/sample/view/11700/Erick%20Sermon-Safe%20Sex_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Joe Budden;Pump It Up;Joe Budden;2003;S;4;http://www.whosampled.com/sample/view/18776/Joe%20Budden-Pump%20It%20Up_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Greyson & Jasun;Livin' Like a Troopa;Sweatin' Me Wet;1991;S;0;http://www.whosampled.com/sample/view/11702/Greyson%20%26%20Jasun-Livin'%20Like%20a%20Troopa_James%20Brown-The%20Payback/
James Brown;I Got You (I Feel Good);I Got You (I Feel Good);1965;Soul / Funk / Disco;Le Juan Love;I Still Feel Good;I Still Feel Good;1989;S;0;http://www.whosampled.com/sample/view/53697/Le%20Juan%20Love-I%20Still%20Feel%20Good_James%20Brown-I%20Got%20You%20(I%20Feel%20Good)/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Neneh Cherry;Buffalo Stance (Sukka Mix);Buffalo Stance;1988;S;1;http://www.whosampled.com/sample/view/98844/Neneh%20Cherry-Buffalo%20Stance%20(Sukka%20Mix)_James%20Brown-Funky%20Drummer/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Sir Mix-a-Lot;No Holds Barred;Mack Daddy;1992;S;1;http://www.whosampled.com/sample/view/21294/Sir%20Mix-a-Lot-No%20Holds%20Barred_James%20Brown-Funky%20Drummer/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Ice Cube;The Wrong N**** to F*** Wit;Death Certificate;1991;S;4;http://www.whosampled.com/sample/view/11785/Ice%20Cube-The%20Wrong%20N****%20to%20F***%20Wit_James%20Brown-The%20Payback/
James Brown;Get on the Good Foot;Get on the Good Foot;1972;Soul / Funk / Disco;Too Small;U Gotta Give It Babe;Thunderdome XII - Caught in the Web of Death;1996;S;3;http://www.whosampled.com/sample/view/59554/Too%20Small-U%20Gotta%20Give%20It%20Babe_James%20Brown-Get%20on%20the%20Good%20Foot/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Army of Lovers;Shoot That Laserbeam! (The Atomic Meltdown Robbery Mix);When the Night Is Cold / Shoot That Laserbeam!;1988;S;1;http://www.whosampled.com/sample/view/59578/Army%20of%20Lovers-Shoot%20That%20Laserbeam!%20(The%20Atomic%20Meltdown%20Robbery%20Mix)_James%20Brown-Funky%20Drummer/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Kylie Minogue;Sensitized;X;2007;S;0;http://www.whosampled.com/sample/view/62309/Kylie%20Minogue-Sensitized_James%20Brown-Funky%20Drummer/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;DJ Shadow;Lesson 4;The Real Deal / Lesson 4;1991;S;1;http://www.whosampled.com/sample/view/21436/DJ%20Shadow-Lesson%204_James%20Brown-Funky%20Drummer/
James Brown;It's a Man's Man's Man's World;It's a Man's Man's Man's World;1966;Soul / Funk / Disco;Nature;Man's World;For All Seasons;2000;S;3;http://www.whosampled.com/sample/view/59674/Nature-Man's%20World_James%20Brown-It's%20a%20Man's%20Man's%20Man's%20World/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Rude Ass Tinker;Silk Ties;Imperial Break / Silk Ties;2001;S;1;http://www.whosampled.com/sample/view/65433/Rude%20Ass%20Tinker-Silk%20Ties_James%20Brown-Funky%20Drummer/
James Brown;Funky President;Reality;1974;Soul / Funk / Disco;DJ Shadow;Lesson 4;The Real Deal / Lesson 4;1991;S;0;http://www.whosampled.com/sample/view/21440/DJ%20Shadow-Lesson%204_James%20Brown-Funky%20President/
James Brown;Soul Pride;The Popcorn;1969;Soul / Funk / Disco;DJ Shadow;Lesson 4;The Real Deal / Lesson 4;1991;S;1;http://www.whosampled.com/sample/view/21443/DJ%20Shadow-Lesson%204_James%20Brown-Soul%20Pride/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Seeed;Waterpumpee;Waterpumpee EP;2002;S;3;http://www.whosampled.com/sample/view/13023/Seeed%20feat.%20Anthony%20B%20and%20Gentleman-Waterpumpee_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Knucklehedz;Hed Rush;Stricktly Savage;1993;S;4;http://www.whosampled.com/sample/view/11801/Knucklehedz-Hed%20Rush_James%20Brown-The%20Payback/
James Brown;Escape-Ism;Hot Pants;1971;Soul / Funk / Disco;Boyz II Men;Sympin Ain't Easy;White Men Can't Jump OST;1992;S;4;http://www.whosampled.com/sample/view/99601/Boyz%20II%20Men%20feat.%20Michael%20Bivins-Sympin%20Ain't%20Easy_James%20Brown-Escape-Ism/
James Brown;Funky President;Reality;1974;Soul / Funk / Disco;Naughty by Nature;Hip Hop Hooray;19 Naughty III;1993;S;3;http://www.whosampled.com/sample/view/15128/Naughty%20by%20Nature-Hip%20Hop%20Hooray_James%20Brown-Funky%20President/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;MC Ren;Mr. F*** Up;Shock of the Hour ;1993;S;3;http://www.whosampled.com/sample/view/11808/MC%20Ren-Mr.%20F***%20Up_James%20Brown-The%20Payback/
James Brown;Hot Pants;Hot Pants;1971;Soul / Funk / Disco;Cappella;Bauhaus;Bauhaus;1987;S;3;http://www.whosampled.com/sample/view/104487/Cappella-Bauhaus_James%20Brown-Hot%20Pants/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Compton's Most Wanted;Final Chapter;It's a Compton Thang;1990;S;0;http://www.whosampled.com/sample/view/11050/Compton's%20Most%20Wanted-Final%20Chapter_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Po' Broke & Lonely;The Sex Is On;No Money No Honey;1992;S;4;http://www.whosampled.com/sample/view/11809/Po'%20Broke%20%26%20Lonely-The%20Sex%20Is%20On_James%20Brown-The%20Payback/
James Brown;Blues and Pants;Hot Pants;1971;Soul / Funk / Disco;Mafia Trece;La Loi Du Silence (Suspects Usuels);Cosa Nostra;1997;S;4;http://www.whosampled.com/sample/view/104533/Mafia%20Trece-La%20Loi%20Du%20Silence%20(Suspects%20Usuels)_James%20Brown-Blues%20and%20Pants/
James Brown;Blues and Pants;Hot Pants;1971;Soul / Funk / Disco;Super Lover Cee & Casanova Rud;Do the James...;Girls I Got 'Em Locked;1988;S;4;http://www.whosampled.com/sample/view/11147/Super%20Lover%20Cee%20%26%20Casanova%20Rud-Do%20the%20James..._James%20Brown-Blues%20and%20Pants/
James Brown;Get Up Offa That Thing;Get Up Offa That Thing;1976;Soul / Funk / Disco;Deejays United;Dance Computer One;Dance Computer One ;1990;S;3;http://www.whosampled.com/sample/view/116608/Deejays%20United-Dance%20Computer%20One_James%20Brown-Get%20Up%20Offa%20That%20Thing/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Shaquille O'Neal;I'm Outstanding;Shaq Diesel;1993;S;4;http://www.whosampled.com/sample/view/11812/Shaquille%20O'Neal-I'm%20Outstanding_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;R. Kelly;Hump Bounce;R. Kelly;1995;S;0;http://www.whosampled.com/sample/view/11811/R.%20Kelly-Hump%20Bounce_James%20Brown-The%20Payback/
James Brown;Get Up, Get Into It, Get Involved;;1970;Soul / Funk / Disco;Beastie Boys;The Sounds of Science;Paul's Boutique;1989;S;4;http://www.whosampled.com/sample/view/21636/Beastie%20Boys-The%20Sounds%20of%20Science_James%20Brown-Get%20Up,%20Get%20Into%20It,%20Get%20Involved/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Silk;Happy Days;Lose Control;1992;S;4;http://www.whosampled.com/sample/view/11814/Silk-Happy%20Days_James%20Brown-The%20Payback/
James Brown;Funky President;Reality;1974;Soul / Funk / Disco;Brian Green;Style Iz It;One Stop Carnival;1996;S;1;http://www.whosampled.com/sample/view/89928/Brian%20Green-Style%20Iz%20It_James%20Brown-Funky%20President/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Benny B;Qu'Est Ce Qu'On Fait Maintenant?;L'album ;1990;S;1;http://www.whosampled.com/sample/view/104564/Benny%20B-Qu'Est%20Ce%20Qu'On%20Fait%20Maintenant%3F_James%20Brown-Funky%20Drummer/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Ultramagnetic MC's;Yo Black;The Four Horsemen;1993;R;4;http://www.whosampled.com/sample/view/11821/Ultramagnetic%20MC's-Yo%20Black_James%20Brown-The%20Payback/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;New Edition;Oh Yeah, It Feels So Good;Home Again;1996;S;0;http://www.whosampled.com/sample/view/56553/New%20Edition-Oh%20Yeah,%20It%20Feels%20So%20Good_James%20Brown-The%20Payback/
James Brown;It's a New Day So Let a Man Come in and Do the Popcorn;Revolution of the Mind (Recorded Live at the Apollo Vol. 3);1971;Soul / Funk / Disco;DJ Jazzy Jeff & the Fresh Prince;My Buddy;He's the DJ, I'm the Rapper;1988;R;3;http://www.whosampled.com/sample/view/11827/DJ%20Jazzy%20Jeff%20%26%20the%20Fresh%20Prince-My%20Buddy_James%20Brown-It's%20a%20New%20Day%20So%20Let%20a%20Man%20Come%20in%20and%20Do%20the%20Popcorn/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Ludacris;Two Miles an Hour;The Red Light Disctrict;2004;S;3;http://www.whosampled.com/sample/view/11829/Ludacris-Two%20Miles%20an%20Hour_James%20Brown-Funky%20Drummer/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;2Pac;Souljah's Revenge;Strictly 4 My N.I.G.G.A.Z...;1993;S;4;http://www.whosampled.com/sample/view/11817/2Pac-Souljah's%20Revenge_James%20Brown-The%20Payback/
James Brown;Get Up, Get Into It, Get Involved;;1970;Soul / Funk / Disco;Boogie Down Productions;South Bronx;Criminal Minded;1987;S;4;http://www.whosampled.com/sample/view/11899/Boogie%20Down%20Productions-South%20Bronx_James%20Brown-Get%20Up,%20Get%20Into%20It,%20Get%20Involved/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Jimmy J & Cru-L-T;DJ's in Full Effect;;1995;S;1;http://www.whosampled.com/sample/view/93726/Jimmy%20J%20%26%20Cru-L-T-DJ's%20in%20Full%20Effect_James%20Brown-Funky%20Drummer/
James Brown;Get Up, Get Into It, Get Involved;;1970;Soul / Funk / Disco;Public Enemy;Brothers Gonna Work It Out;Fear of a Black Planet;1990;S;3;http://www.whosampled.com/sample/view/11898/Public%20Enemy-Brothers%20Gonna%20Work%20It%20Out_James%20Brown-Get%20Up,%20Get%20Into%20It,%20Get%20Involved/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Kris Kross;Jump (Extended Dance Mix);Jump (Extended Dance Mix);1992;S;0;http://www.whosampled.com/sample/view/56942/Kris%20Kross-Jump%20(Extended%20Dance%20Mix)_James%20Brown-Funky%20Drummer/
James Brown;Get Up (I Feel Like Being A) Sex Machine;Portrait of James Brown;1970;Soul / Funk / Disco;A Tribe Called Quest;Money Maker;The Love Movement;1998;R;3;http://www.whosampled.com/sample/view/11036/A%20Tribe%20Called%20Quest-Money%20Maker_James%20Brown-Get%20Up%20(I%20Feel%20Like%20Being%20A)%20Sex%20Machine/
James Brown;Get on the Good Foot;Get on the Good Foot;1972;Soul / Funk / Disco;Bomfunk MC's;Freestyler;In Stereo;1999;S;3;http://www.whosampled.com/sample/view/61149/Bomfunk%20MC's-Freestyler_James%20Brown-Get%20on%20the%20Good%20Foot/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Tim Dog;Goin' Wild in the Penile;Penicillin on Wax;1991;S;0;http://www.whosampled.com/sample/view/61197/Tim%20Dog-Goin'%20Wild%20in%20the%20Penile_James%20Brown-Funky%20Drummer/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Tim Dog;Low Down N****;Penicillin on Wax;1991;S;1;http://www.whosampled.com/sample/view/61202/Tim%20Dog-Low%20Down%20N****_James%20Brown-Funky%20Drummer/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;The Pharcyde;Officer;Bizarre Ride II;1992;S;1;http://www.whosampled.com/sample/view/6880/The%20Pharcyde-Officer_James%20Brown-Funky%20Drummer/
James Brown;Get Up, Get Into It, Get Involved;;1970;Soul / Funk / Disco;Marley Marl;He Cuts So Fresh;Uptown Is Kickin' It;1986;S;0;http://www.whosampled.com/sample/view/21911/Marley%20Marl%20feat.%20MC%20Shan-He%20Cuts%20So%20Fresh_James%20Brown-Get%20Up,%20Get%20Into%20It,%20Get%20Involved/
James Brown;Get Up Offa That Thing;Get Up Offa That Thing;1976;Soul / Funk / Disco;Greg D. & the Newstyle;Krash Rules;Greg D. & the Newstyle;1988;S;4;http://www.whosampled.com/sample/view/127101/Greg%20D.%20%26%20the%20Newstyle-Krash%20Rules_James%20Brown-Get%20Up%20Offa%20That%20Thing/
James Brown;Papa Don't Take No Mess;Hell;1974;Soul / Funk / Disco;Kool Moe Dee;How Kool Can One Blackman Be?;Funke Funke Wisdom;1990;S;0;http://www.whosampled.com/sample/view/4111/Kool%20Moe%20Dee-How%20Kool%20Can%20One%20Blackman%20Be%3F_James%20Brown-Papa%20Don't%20Take%20No%20Mess/
James Brown;Get Up, Get Into It, Get Involved;;1970;Soul / Funk / Disco;Richie Rich;My DJ (Pump It Up Some);I Can Make You Dance;1988;S;3;http://www.whosampled.com/sample/view/11929/Richie%20Rich-My%20DJ%20(Pump%20It%20Up%20Some)_James%20Brown-Get%20Up,%20Get%20Into%20It,%20Get%20Involved/
James Brown;Funky President;Reality;1974;Soul / Funk / Disco;III Most Wanted;Nitty Gritty;III Most Wanted;1989;S;0;http://www.whosampled.com/sample/view/47464/III%20Most%20Wanted-Nitty%20Gritty_James%20Brown-Funky%20President/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Kaotic Style;Let a N**** Flow;A Diamond in Da Ruff;1994;S;4;http://www.whosampled.com/sample/view/61438/Kaotic%20Style-Let%20a%20N****%20Flow_James%20Brown-The%20Payback/
James Brown;Get Up Offa That Thing;Get Up Offa That Thing;1976;Soul / Funk / Disco;Richie Rich;My DJ (Pump It Up Some);I Can Make You Dance;1988;S;4;http://www.whosampled.com/sample/view/11943/Richie%20Rich-My%20DJ%20(Pump%20It%20Up%20Some)_James%20Brown-Get%20Up%20Offa%20That%20Thing/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;Memphis Bleek;Everything's a Go;M.A.D.E.;2003;S;X;http://www.whosampled.com/sample/view/20142/Memphis%20Bleek%20feat.%20Jay-Z-Everything's%20a%20Go_James%20Brown-The%20Payback/
James Brown;Goliath;Gravity;1986;Soul / Funk / Disco;Lee Marrow;To Go Crazy (In the 20th Century);;1990;S;3;http://www.whosampled.com/sample/view/73403/Lee%20Marrow-To%20Go%20Crazy%20(In%20the%2020th%20Century)_James%20Brown-Goliath/
James Brown;Give It Up or Turnit a Loose;Ain't It Funky;1969;Soul / Funk / Disco;DJ Q-Bert;Track 12;Demolition Pumpkin Squeeze Musik;1994;S;0;http://www.whosampled.com/sample/view/92644/DJ%20Q-Bert-Track%2012_James%20Brown-Give%20It%20Up%20or%20Turnit%20a%20Loose/
James Brown;Brother Rapp/Ain't It Funky Now (Live);Star Time;1991;Soul / Funk / Disco;Public Enemy;Revolverlution;Revolverlution;2002;R;3;http://www.whosampled.com/sample/view/22219/Public%20Enemy-Revolverlution_James%20Brown-Brother%20Rapp/Ain't%20It%20Funky%20Now%20(Live)/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;Twista;No Peace Sign;Runnin' Off at Da Mouth;1992;S;0;http://www.whosampled.com/sample/view/62376/Twista-No%20Peace%20Sign_James%20Brown-Funky%20Drummer/
James Brown;The Payback;The Payback;1973;Soul / Funk / Disco;O.F.T.B.;From Jackin' to Rappin';Straight Up Watts ;1992;S;4;http://www.whosampled.com/sample/view/110482/O.F.T.B.-From%20Jackin'%20to%20Rappin'_James%20Brown-The%20Payback/
James Brown;Funky Drummer;;1970;Soul / Funk / Disco;The Simpsons;Deep, Deep Trouble;The Simpsons Sing the Blues;1990;S;1;http://www.whosampled.com/sample/view/22370/The%20Simpsons%20feat.%20DJ%20Jazzy%20Jeff-Deep,%20Deep%20Trouble_James%20Brown-Funky%20Drummer/
James Brown;Get Up Offa That Thing;Get Up Offa That Thing;1976;Soul / Funk / Disco;Ultramagnetic MC's;Ego Trippin';Critical Beatdown;1986;S;3;http://www.whosampled.com/sample/view/57208/Ultramagnetic%20MC's-Ego%20Trippin'_James%20Brown-Get%20Up%20Offa%20That%20Thing/
James Brown;Ain't It Funky Now;Ain't It Funky;1969;Soul / Funk / Disco;DJ Day;Sunday;Brazilectro Session 8;2006;S;3;http://www.whosampled.com/sample/view/104765/DJ%20Day-Sunday_James%20Brown-Ain't%20It%20Funky%20Now/
James Brown;Hot Pants;Hot Pants;1971;Soul / Funk / Disco;Fonky Family;Check 1, 1, 1;Art De Rue;2001;S;3;http://www.whosampled.com/sample/view/104800/Fonky%20Family-Check%201,%201,%201_James%20Brown-Hot%20Pants/
James Brown;Blind Man Can See It;Black Caesar OST;1973;Soul / Funk / Disco;Lord Finesse;Funky Technician;Funky Technician;1990;S;0;http://www.whosampled.com/sample/view/4419/Lord%20Finesse%20and%20DJ%20Mike%20Smooth-Funky%20Technician_James%20Brown-Blind%20Man%20Can%20See%20It/
Michael Jackson;The Way You Make Me Feel;Bad;1987;Rock / Pop;Eric B. & Rakim;The R (7" Edit);The R ( Single );1988;S;3;http://www.whosampled.com/sample/view/117747/Eric%20B.%20%26%20Rakim-The%20R%20(7%22%20Edit)_Michael%20Jackson-The%20Way%20You%20Make%20Me%20Feel/
Michael Jackson;Get on the Floor;Off the Wall;1979;Rock / Pop;Richie Rich;Salsa House;I Can Make You Dance;1989;S;3;http://www.whosampled.com/sample/view/64473/Richie%20Rich-Salsa%20House_Michael%20Jackson-Get%20on%20the%20Floor/
Michael Jackson;The Way You Make Me Feel;Bad;1987;Rock / Pop;Roxanne Shanté;Have a Nice Day;;1987;S;3;http://www.whosampled.com/sample/view/117758/Roxanne%20Shant%C3%A9-Have%20a%20Nice%20Day_Michael%20Jackson-The%20Way%20You%20Make%20Me%20Feel/
Michael Jackson;Bad;Bad;1987;Rock / Pop;Def Con Dos;Quiero La Cabeza De Alfredo Garcia;Primer Asalto;1989;S;3;http://www.whosampled.com/sample/view/90034/Def%20Con%20Dos-Quiero%20La%20Cabeza%20De%20Alfredo%20Garcia_Michael%20Jackson-Bad/
Michael Jackson;Why You Wanna Trip on Me;Dangerous;1991;Rock / Pop;D-Livin;Why;;1993;S;3;http://www.whosampled.com/sample/view/83820/D-Livin-Why_Michael%20Jackson-Why%20You%20Wanna%20Trip%20on%20Me/
